system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,E_dft_M1M2
Co_Fe_N_din6_as_c4_3456,-635.508,Co,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Co_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-7.3844395,-8.6197175,-3.0468430000000453
Cu_Fe_N_din6_as_c4_3456,-631.77,Cu,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Cu_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-4.23458825,-8.6197175,-2.458694249999988
Fe_Fe_N_din6_as_c4_3456,-636.632,Fe,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Fe_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-8.6197175,-8.6197175,-2.9355649999999542
Ir_Fe_N_din6_as_c4_3456,-636.99,Ir,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Ir_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-9.56008375,-8.6197175,-2.353198750000015
Ni_Fe_N_din6_as_c4_3456,-634.487,Ni,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Ni_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-5.86878875,-8.6197175,-3.5414937499999724
Os_Fe_N_din6_as_c4_3456,-638.131,Os,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Os_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-11.839378,-8.6197175,-1.214904499999978
Pd_Fe_N_din6_as_c4_3456,-633.998,Pd,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Pd_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-5.79450325,-8.6197175,-3.1267792500000535
Pt_Fe_N_din6_as_c4_3456,-635.32,Pt,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Pt_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-6.8665185,-8.6197175,-3.3767640000000565
Rh_Fe_N_din6_as_c4_3456,-635.73,Rh,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Rh_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-7.850822,-8.6197175,-2.8024605000000236
Ru_Fe_N_din6_as_c4_3456,-636.574,Ru,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Ru_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-9.8124665,-8.6197175,-1.6848159999999623
Zn_Fe_N_din6_as_c4_3456,-628.954,Zn,Fe,N,din6,N_din6_as_c4_3456,N_din6_as_c4_3456,4,Zn_N_din6_as_c4_3456,din6_as,Fe_N_din6_as_c4_3456,N_din6_as_c4_3456,-616.457,N,din6,-1.61724415,-8.6197175,-2.2600383499999577
Ag_Fe_N_din6_as_c4_6124,-630.023,Ag,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Ag_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-3.20700575,-8.6197175,-1.751276749999974
Au_Fe_N_din6_as_c4_6124,-631.292,Au,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Au_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-3.8767095,-8.6197175,-2.3505729999999794
Cd_Fe_N_din6_as_c4_6124,-628.718,Cd,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Cd_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-1.2330587,-8.6197175,-2.42022379999991
Co_Fe_N_din6_as_c4_6124,-635.274,Co,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Co_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-7.3844395,-8.6197175,-2.8248429999999516
Cu_Fe_N_din6_as_c4_6124,-632.361,Cu,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Cu_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-4.23458825,-8.6197175,-3.06169424999994
Fe_Fe_N_din6_as_c4_6124,-636.375,Fe,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Fe_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-8.6197175,-8.6197175,-2.6905649999999497
Ir_Fe_N_din6_as_c4_6124,-636.353,Ir,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Ir_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-9.56008375,-8.6197175,-1.7281987499999012
Ni_Fe_N_din6_as_c4_6124,-634.362,Ni,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Ni_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-5.86878875,-8.6197175,-3.428493749999916
Os_Fe_N_din6_as_c4_6124,-637.924,Os,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Os_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-11.839378,-8.6197175,-1.019904499999928
Pd_Fe_N_din6_as_c4_6124,-633.511,Pd,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Pd_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-5.79450325,-8.6197175,-2.651779249999917
Pt_Fe_N_din6_as_c4_6124,-634.712,Pt,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Pt_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-6.8665185,-8.6197175,-2.780763999999939
Rh_Fe_N_din6_as_c4_6124,-635.093,Rh,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Rh_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-7.850822,-8.6197175,-2.17746049999991
Ru_Fe_N_din6_as_c4_6124,-636.632,Ru,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Ru_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-9.8124665,-8.6197175,-1.7548159999998987
Zn_Fe_N_din6_as_c4_6124,-630.561,Zn,Fe,N,din6,N_din6_as_c4_6124,N_din6_as_c4_6124,4,Zn_N_din6_as_c4_6124,din6_as,Fe_N_din6_as_c4_6124,N_din6_as_c4_6124,-616.445,N,din6,-1.61724415,-8.6197175,-3.879038349999986
Ag_Fe_N_din6_as_c4_6125,-630.06,Ag,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Ag_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-3.20700575,-8.6197175,-2.282276749999923
Au_Fe_N_din6_as_c4_6125,-630.843,Au,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Au_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-3.8767095,-8.6197175,-2.3955729999999384
Cd_Fe_N_din6_as_c4_6125,-628.718,Cd,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Cd_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-1.2330587,-8.6197175,-2.914223799999938
Co_Fe_N_din6_as_c4_6125,-635.574,Co,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Co_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-7.3844395,-8.6197175,-3.6188429999999343
Cu_Fe_N_din6_as_c4_6125,-632.382,Cu,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Cu_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-4.23458825,-8.6197175,-3.5766942499999264
Fe_Fe_N_din6_as_c4_6125,-636.824,Fe,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Fe_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-8.6197175,-8.6197175,-3.6335649999999333
Ir_Fe_N_din6_as_c4_6125,-636.858,Ir,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Ir_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-9.56008375,-8.6197175,-2.727198749999925
Ni_Fe_N_din6_as_c4_6125,-634.504,Ni,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Ni_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-5.86878875,-8.6197175,-4.064493749999997
Os_Fe_N_din6_as_c4_6125,-638.188,Os,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Os_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-11.839378,-8.6197175,-1.7779044999999662
Pd_Fe_N_din6_as_c4_6125,-633.753,Pd,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Pd_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-5.79450325,-8.6197175,-3.387779250000021
Pt_Fe_N_din6_as_c4_6125,-634.967,Pt,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Pt_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-6.8665185,-8.6197175,-3.529763999999963
Rh_Fe_N_din6_as_c4_6125,-635.617,Rh,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Rh_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-7.850822,-8.6197175,-3.195460499999939
Ru_Fe_N_din6_as_c4_6125,-636.613,Ru,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Ru_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-9.8124665,-8.6197175,-2.229816000000035
Zn_Fe_N_din6_as_c4_6125,-630.449,Zn,Fe,N,din6,N_din6_as_c4_6125,N_din6_as_c4_6125,4,Zn_N_din6_as_c4_6125,din6_as,Fe_N_din6_as_c4_6125,N_din6_as_c4_6125,-615.951,N,din6,-1.61724415,-8.6197175,-4.261038349999934
Ag_Fe_N_din6_as_c5_12345,-629.664,Ag,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Ag_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-3.20700575,-8.6197175,-2.6902767499999385
Au_Fe_N_din6_as_c5_12345,-631.219,Au,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Au_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-3.8767095,-8.6197175,-3.575573000000002
Cd_Fe_N_din6_as_c5_12345,-627.388,Cd,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Cd_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-1.2330587,-8.6197175,-2.3882237999999845
Co_Fe_N_din6_as_c5_12345,-634.996,Co,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Co_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-7.3844395,-8.6197175,-3.8448429999999334
Cu_Fe_N_din6_as_c5_12345,-631.822,Cu,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Cu_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-4.23458825,-8.6197175,-3.8206942499999546
Fe_Fe_N_din6_as_c5_12345,-636.243,Fe,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Fe_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-8.6197175,-8.6197175,-3.8565650000000034
Ir_Fe_N_din6_as_c5_12345,-636.685,Ir,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Ir_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-9.56008375,-8.6197175,-3.3581987499998966
Ni_Fe_N_din6_as_c5_12345,-634.025,Ni,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Ni_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-5.86878875,-8.6197175,-4.389493749999929
Os_Fe_N_din6_as_c5_12345,-638.331,Os,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Os_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-11.839378,-8.6197175,-2.724904499999969
Pd_Fe_N_din6_as_c5_12345,-633.386,Pd,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Pd_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-5.79450325,-8.6197175,-3.824779249999919
Pt_Fe_N_din6_as_c5_12345,-634.897,Pt,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Pt_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-6.8665185,-8.6197175,-4.263764
Rh_Fe_N_din6_as_c5_12345,-635.106,Rh,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Rh_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-7.850822,-8.6197175,-3.4884604999999453
Ru_Fe_N_din6_as_c5_12345,-636.543,Ru,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Ru_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-9.8124665,-8.6197175,-2.9638159999999587
Zn_Fe_N_din6_as_c5_12345,-629.036,Zn,Fe,N,din6,N_din6_as_c5_12345,N_din6_as_c5_12345,5,Zn_N_din6_as_c5_12345,din6_as,Fe_N_din6_as_c5_12345,N_din6_as_c5_12345,-615.147,N,din6,-1.61724415,-8.6197175,-3.6520383499998967
Ag_Fe_N_din6_as_c5_12346,-629.926,Ag,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Ag_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-3.20700575,-8.6197175,-1.2082767500000813
Au_Fe_N_din6_as_c5_12346,-631.415,Au,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Au_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-3.8767095,-8.6197175,-2.0275730000000003
Cd_Fe_N_din6_as_c5_12346,-627.864,Cd,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Cd_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-1.2330587,-8.6197175,-1.120223800000069
Co_Fe_N_din6_as_c5_12346,-635.206,Co,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Co_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-7.3844395,-8.6197175,-2.3108430000000553
Cu_Fe_N_din6_as_c5_12346,-632.151,Cu,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Cu_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-4.23458825,-8.6197175,-2.405694249999991
Fe_Fe_N_din6_as_c5_12346,-636.321,Fe,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Fe_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-8.6197175,-8.6197175,-2.1905650000000634
Ir_Fe_N_din6_as_c5_12346,-636.88,Ir,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Ir_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-9.56008375,-8.6197175,-1.8091987500000322
Ni_Fe_N_din6_as_c5_12346,-634.201,Ni,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Ni_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-5.86878875,-8.6197175,-2.8214937500000588
Os_Fe_N_din6_as_c5_12346,-638.307,Os,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Os_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-11.839378,-8.6197175,-0.9569045000000536
Pd_Fe_N_din6_as_c5_12346,-633.537,Pd,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Pd_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-5.79450325,-8.6197175,-2.2317792500000717
Pt_Fe_N_din6_as_c5_12346,-634.921,Pt,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Pt_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-6.8665185,-8.6197175,-2.5437640000000865
Rh_Fe_N_din6_as_c5_12346,-635.493,Rh,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Rh_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-7.850822,-8.6197175,-2.131460500000088
Ru_Fe_N_din6_as_c5_12346,-636.877,Ru,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Ru_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-9.8124665,-8.6197175,-1.5538159999999905
Zn_Fe_N_din6_as_c5_12346,-629.556,Zn,Fe,N,din6,N_din6_as_c5_12346,N_din6_as_c5_12346,5,Zn_N_din6_as_c5_12346,din6_as,Fe_N_din6_as_c5_12346,N_din6_as_c5_12346,-616.891,N,din6,-1.61724415,-8.6197175,-2.4280383500000777
Ag_Fe_C_din6_s_c6,-608.658,Ag,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Ag_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-3.20700575,-8.6197175,-3.061276750000033
Au_Fe_C_din6_s_c6,-610.238,Au,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Au_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-3.8767095,-8.6197175,-3.971573000000074
Cd_Fe_C_din6_s_c6,-606.833,Cd,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Cd_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-1.2330587,-8.6197175,-3.210223799999987
Co_Fe_C_din6_s_c6,-613.443,Co,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Co_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-7.3844395,-8.6197175,-3.6688430000000025
Cu_Fe_C_din6_s_c6,-609.917,Cu,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Cu_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-4.23458825,-8.6197175,-3.2926942500000482
Fe_Fe_C_din6_s_c6,-614.997,Fe,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Fe_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-8.6197175,-8.6197175,-3.987564999999975
Ir_Fe_C_din6_s_c6,-615.759,Ir,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Ir_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-9.56008375,-8.6197175,-3.809198750000032
Ni_Fe_C_din6_s_c6,-612.101,Ni,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Ni_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-5.86878875,-8.6197175,-3.842493750000017
Os_Fe_C_din6_s_c6,-616.996,Os,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Os_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-11.839378,-8.6197175,-2.766904499999999
Pd_Fe_C_din6_s_c6,-612.285,Pd,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Pd_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-5.79450325,-8.6197175,-4.100779249999986
Pt_Fe_C_din6_s_c6,-613.871,Pt,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Pt_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-6.8665185,-8.6197175,-4.614763999999999
Rh_Fe_C_din6_s_c6,-614.215,Rh,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Rh_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-7.850822,-8.6197175,-3.974460500000049
Ru_Fe_C_din6_s_c6,-615.267,Ru,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Ru_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-9.8124665,-8.6197175,-3.0648160000000715
Zn_Fe_C_din6_s_c6,-607.735,Zn,Fe,C,din6,C_din6_s_c6,C_din6_s_c6,6,Zn_C_din6_s_c6,din6_s,Fe_C_din6_s_c6,C_din6_s_c6,-593.77,C,din6,-1.61724415,-8.6197175,-3.7280383500000323
Ag_Fe_N_din6_s_c0,-610.642,Ag,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Ag_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-3.20700575,-8.6197175,1.9817232499999733
Au_Fe_N_din6_s_c0,-611.174,Au,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Au_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-3.8767095,-8.6197175,2.119427000000048
Cd_Fe_N_din6_s_c0,-608.837,Cd,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Cd_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-1.2330587,-8.6197175,1.8127762000000365
Co_Fe_N_din6_s_c0,-614.717,Co,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Co_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-7.3844395,-8.6197175,2.084157000000041
Cu_Fe_N_din6_s_c0,-611.853,Cu,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Cu_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-4.23458825,-8.6197175,1.7983057500000736
Fe_Fe_N_din6_s_c0,-616.161,Fe,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Fe_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-8.6197175,-8.6197175,1.8754350000000812
Ir_Fe_N_din6_s_c0,-615.682,Ir,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Ir_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-9.56008375,-8.6197175,3.2948012500000097
Ni_Fe_N_din6_s_c0,-613.442,Ni,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Ni_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-5.86878875,-8.6197175,1.8435062500000186
Os_Fe_N_din6_s_c0,-617.453,Os,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Os_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-11.839378,-8.6197175,3.803095500000051
Pd_Fe_N_din6_s_c0,-613.123,Pd,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Pd_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-5.79450325,-8.6197175,2.0882207499999783
Pt_Fe_N_din6_s_c0,-613.489,Pt,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Pt_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-6.8665185,-8.6197175,2.7942359999999926
Rh_Fe_N_din6_s_c0,-614.979,Rh,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Rh_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-7.850822,-8.6197175,2.2885394999999837
Ru_Fe_N_din6_s_c0,-616.415,Ru,Fe,N,din6,N_din6_s_c0,N_din6_s_c0,0,Ru_N_din6_s_c0,din6_s,Fe_N_din6_s_c0,N_din6_s_c0,-600.797,N,din6,-9.8124665,-8.6197175,2.8141840000000613
